,file,page
5014,3408985,19
5015,3445814.3446765,11
5016,3341301.3359629,11
5017,3371109,4
5018,3428279,9
5019,3452296.3472905,0
5020,3341301.3359659,6
5021,3290362,6
5022,98267.98291,2
5023,3445814.3446712,7
5024,3341301.3359646,2
5025,3485514,21
5026,3332466.3374547,15
5027,3290372,7
5028,200979.200987,1
5029,3276508,8
5030,3485520,20
5031,78928.78932,5
5032,1141885.1141895,18
5033,305658.305737,2
5034,3437801.3441578,7
5035,ICSE.2019.00075,2
5036,3360576,13
5037,3276528,19
5038,3485531,15
5039,3408985,25
5040,3485521,10
5041,3377811.3380441,1
5042,SC.2018.00015,3
5043,3428212,8
5044,3276499,25
5045,3428258,20
5046,3092703.3092723,24
5047,3290381,12
5048,3477132.3483541,5
5049,3236024.3236025,11
5050,2701.356110,6
5051,3095076,6
5052,1356052.1356057,5
5053,3211332.3211334,1
5054,3371134,23
5055,3185467.3185498,2
5056,1824801.1824812,3
5057,2700586,12
5058,3341301.3359652,0
5059,3110245,8
5060,3365438.3410943,12
5061,3371077,14
5062,3236024.3236073,7
5063,3371136,3
5064,3158142,12
5065,3290382,14
5066,3339825.3394929,1
5067,3387902.3392634,7
5068,3371081,9
5069,358407.358424,2
5070,3371109,13
5071,ICSE.2019.00067,54
5072,3485478,8
5073,3290331,8
5074,3295500.3356170,2
5075,3290376,4
5076,214392.214395,6
5077,210089.210091,15
5078,3133899,3
5079,3428249,20
5080,358407.358424,21
5081,2591005,10
5082,347837.347852,12
5083,3428279,13
5084,3276532,2
5085,279232.279234,18
5086,2700586,50
5087,3485488,25
5088,3477132.3483549,4
5089,3371136,11
5090,3485503,11
5091,3341642,6
5092,3371103,19
5093,178365.178391,6
5094,3473587,15
5095,3192366.3192400,14
5096,3477132.3483550,2
5097,3360579,2
5098,2700586,38
5099,3083187.3083210,3
5100,3092703.3092722,8
5101,3485503,18
5102,3371109,18
5103,3339825.3394930,5
5104,3447786.3456260,5
5105,3428258,8
5106,3341703,6
5107,3332466.3374547,17
5108,2845076,2
5109,2168773.2168780,9
5110,3360579,7
5111,3371136,25
5112,1356052.1356057,7
5113,3304109.3325817,5
5114,3158141,24
5115,3357766.3359545,2
5116,3072959.3054739,11
5117,3341703,16
5118,3314221.3314621,9
5119,3158089,26
5120,569147.569151,0
5121,326147.326153,8
5122,3293882.3330577,3
5123,3281411.3281436,6
5124,3377811.3380441,4
5125,3158142,24
5126,3133902,10
5127,3428208,22
5128,3290368,12
5129,3452296.3472898,4
5130,3360558,12
5131,3428279,1
5132,3485478,2
5133,3368089.3409704,1
5134,2834115,25
5135,1824801.1824814,1
5136,3428295,11
5137,3092703.3092723,1
5138,3133895,25
5139,ICSE.2019.00030,7
5140,3133928,9
5141,3434305,4
5142,1067967.1067970,3
5143,279232.279234,4
5144,3453483.3454090,7
5145,3341301.3359629,6
5146,3133879,13
5147,3466752.3480122,1
5148,3434339,10
5149,3293882.3330550,2
5150,3453483.3454041,25
5151,3332466.3374537,9
5152,ICSE.2019.00067,17
5153,569147.569151,5
5154,264029.264059,2
5155,ICSE.2019.00123,4
5156,3110245,13
5157,3276499,11
5158,2591005,15
5159,3485523,1
5160,3485542,6
5161,3061709,24
5162,3290376,20
5163,962437.962444,4
5164,3368826.3377909,5
5165,3434336,27
5166,3089248,7
5167,3168818,13
5168,3192366.3192400,10
5169,279232.279234,2
5170,3384441.3395983,10
5171,3373376.3378455,6
5172,3386367.3431315,7
5173,279232.279234,12
5174,3485483,18
5175,3408982,11
5176,3290335,19
5177,3466752.3480122,14
5178,3178487.3178489,3
5179,210089.210091,19
5180,3385412.3385981,13
5181,3428217,19
5182,2591005,11
5183,3158089,12
5184,3471874.3472980,7
5185,3155338,22
5186,3360597,2
5187,3434314,25
5188,3211332.3211335,7
5189,3473587,1
5190,3357766.3359545,6
5191,2331130.2331137,3
5192,3428249,8
5193,3157735,8
5194,3428212,3
5195,3485514,19
5196,3485521,15
5197,3290331,6
5198,1186785.1186790,13
5199,1055531.1055538,13
5200,1527286.1527291,21
5201,3371077,22
5202,3385412.3386019,5
5203,3371103,17
5204,962437.962443,4
5205,3110245,1
5206,3452296.3473336,12
5207,358407.358424,16
5208,3453483.3454090,8
5209,3434286,25
5210,3395363.3397380,3
5211,3434305,24
5212,3274808.3274825,9
5213,502800.502803,5
5214,3290370,11
5215,3452296.3472890,12
5216,3341703,4
5217,2700586,13
5218,3168818,8
5219,3460319.3464841,1
5220,358407.358427,23
5221,CGO51591.2021.9370317,4
5222,3133902,11
5223,3230543.3230564,3
5224,3477132.3483550,14
5225,2750675.2750679,0
5226,3445814.3446725,14
5227,3368089.3409704,8
5228,1055531.1055538,7
5229,3158141,12
5230,2168773.2168779,2
5231,3204949.3204953,17
5232,3466752.3480063,15
5233,1824801.1824814,3
5234,3281411.3281436,3
5235,3434314,3
5236,962437.962443,1
5237,3453483.3454068,12
5238,3428220,24
5239,3092703.3092705,7
5240,3447786.3456262,6
5241,3434286,14
5242,3371136,1
5243,3460319.3464837,9
5244,3371109,10
5245,3236780,7
5246,3437801.3441617,0
5247,CGO51591.2021.9370317,7
5248,3276511,28
5249,2700586,34
5250,1186785.1186790,8
5251,3341301.3359640,7
5252,3428258,25
5253,3434311,13
5254,3341301.3359632,13
5255,3428212,9
5256,3110256,4
5257,3371117,5
5258,3368089.3409726,0
5259,3428212,0
5260,3485488,2
5261,3276516,20
5262,1527286.1527291,1
5263,3371134,18
5264,3341301.3359646,10
5265,3360557,3
5266,131766.131772,9
5267,3468264.3468557,0
5268,3293882.3330550,1
5269,3453483.3454055,4
5270,2168773.2168779,5
5271,3477132.3483550,13
5272,353474.353484,5
5273,229473.229475,8
5274,2513109.2513117,9
5275,3428208,23
5276,1824801.1824812,16
5277,3466752.3480063,14
5278,1163641.1163646,7
5279,3276528,8
5280,3341642,12
5281,3485520,1
5282,3293882.3330571,10
5283,3445814.3446754,1
5284,155743.155767,1
5285,3092703.3092705,3
5286,3168813,0
5287,3434339,23
5288,3466752.3480114,12
5289,326147.326153,0
5290,358407.358427,24
5291,3290370,5
5292,3089248,10
5293,3360589,10
5294,3473591,7
5295,3395363.3397385,8
5296,3428220,21
5297,3485482,6
5298,3371100,6
5299,98267.98291,8
5300,3471874.3472980,8
5301,3332466.3374537,4
5302,3304109.3306222,29
5303,1824801.1824812,6
5304,3290319,5
5305,347837.347852,17
5306,3192366.3192414,7
5307,3106237.3106254,9
5308,2818313,2
5309,3133894,23
5310,962437.962444,2
5311,3200921.3200931,1
5312,779359.779360,13
5313,3360576,6
5314,3360584,21
5315,3477132.3483563,5
5316,3453483.3454112,7
5317,3158141,28
5318,3360576,10
5319,2700586,1
5320,1236463.1236469,5
5321,3458864.3466625,12
5322,3453483.3454068,0
5323,264029.264059,1
5324,3358960.3379128,2
5325,50063.51906,6
5326,3377811.3380323,0
5327,3373376.3378464,1
5328,3365438.3410964,8
5329,3473591,18
5330,3290335,0
5331,3360558,3
5332,3192366.3192400,9
5333,3092703.3092727,10
5334,3485520,17
5335,3368826.3377909,0
5336,3092703.3092727,0
5337,3477132.3483558,6
5338,3290376,17
5339,1039813.1039820,10
5340,3341301.3359659,7
5341,3341301.3359659,10
5342,3428279,20
5343,1356052.1356057,8
5344,1067967.1067970,1
5345,3477132.3483585,6
5346,3485488,24
5347,3377555.3377901,9
5348,3290331,26
5349,3485531,26
5350,3092703.3092723,11
5351,3434293,5
5352,3061709,18
5353,3158096,3
5354,3110245,6
5355,3295500.3356170,8
5356,3276528,22
5357,3437801.3441598,10
5358,SC.2018.00072,0
5359,2168773.2168779,7
5360,3434311,6
5361,1391989.1404581,13
5362,3338906.3338909,7
5363,3434311,9
5364,3377811.3380343,10
5365,3274808.3274825,10
5366,3204949.3204961,9
5367,3458864.3466625,9
5368,3158103,11
5369,3035918.3064034,1
5370,3460319.3464834,6
5371,3485523,0
5372,3445814.3446730,1
5373,3428208,5
5374,3460319.3464827,8
5375,3377811.3380409,2
5376,3485483,17
5377,3377811.3380360,3
5378,3377811.3380343,1
5379,2834115,13
5380,2890491,0
5381,3485531,22
5382,3368089.3409686,9
5383,3445814.3446725,6
5384,3341301.3359629,8
5385,1322436.1322441,3
5386,3428220,18
5387,3385412.3385970,11
5388,3428208,14
5389,131766.131772,5
5390,356012.356018,15
5391,3473591,22
5392,1268769.1268774,15
5393,3452296.3472913,17
5394,3192366.3192414,6
5395,3406088.3409019,3
5396,3158142,9
5397,3434330,17
5398,3447786.3456233,7
5399,3377555.3377901,10
5400,50063.51906,3
5401,3204949.3204964,0
5402,3368089.3409755,6
5403,3460319.3464807,9
5404,3445814.3446709,11
5405,3485514,12
5406,3278532.3278546,6
5407,3434314,20
5408,3341697,12
5409,3395363.3397380,9
5410,3295500.3356178,6
5411,3473591,19
5412,3471874.3472980,9
5413,3373376.3378480,3
5414,3360584,23
5415,3133902,24
5416,3213846.3213872,10
5417,2898349,26
5418,3178487.3178489,13
5419,3452296.3473336,0
5420,3386367.3432730,4
5421,3290382,21
5422,2513109.2513117,14
5423,3368826.3377913,7
5424,3485520,15
5425,3466752.3480061,6
5426,3485521,6
5427,2699471,28
5428,SC.2018.00015,8
5429,3341301.3359652,8
5430,3236795,21
5431,3360589,13
5432,3368089.3409758,2
5433,3293883.3295726,1
5434,3368089.3409745,6
5435,358407.358427,13
5436,2834115,23
5437,3445814.3446754,7
5438,198429.198433,10
5439,CGO51591.2021.9370323,2
5440,3473591,8
5441,3408982,2
5442,3371136,29
5443,1356052.1356057,17
5444,3460319.3464837,0
5445,356022.356028,2
5446,3276532,5
5447,3446804.3446854,16
5448,3211332.3211334,2
5449,2818313,20
5450,3485531,29
5451,3158141,20
5452,3437801.3441578,12
5453,3385412.3386014,11
5454,3365438.3410964,2
5455,3178487.3178514,9
5456,3373376.3378464,14
5457,3453483.3454097,10
5458,3133879,18
5459,3446804.3446854,19
5460,3341301.3359663,0
5461,3230718.3230729,7
5462,3385412.3385991,9
5463,SC.2018.00013,0
5464,3126908.3126948,0
5465,3133895,5
5466,3360546,22
5467,3477132.3483585,10
5468,3360546,0
5469,3458864.3466625,1
5470,3133902,16
5471,3092703.3092722,9
5472,3236024.3236025,10
5473,1206040.1206048,1
5474,2168773.2168779,12
5475,ICSE.2019.00067,44
5476,3110245,2
5477,3445814.3446736,8
5478,305658.287652,5
5479,3437801.3441578,11
5480,3133899,15
5481,3368089.3409745,1
5482,3192366.3192414,2
5483,3377811.3380348,21
5484,275323.275328,0
5485,347837.347852,8
5486,3434330,0
5487,3192366.3192414,12
5488,3485478,1
5489,2898349,25
5490,3466752.3480117,10
5491,SC.2018.00049,10
5492,3468264.3468570,8
5493,3110277,21
5494,3290362,4
5495,2700586,35
5496,3485508,22
5497,3158142,22
5498,3453483.3454102,19
5499,3434322,24
5500,3368089.3409704,6
5501,3445814.3446730,3
5502,3061709,21
5503,3473591,0
5504,3368089.3409729,0
5505,3377811.3380409,8
5506,3358960.3379128,3
5507,356012.356018,16
5508,1268776.1268782,2
5509,3466752.3480122,13
5510,3408988,14
5511,3341301.3359663,7
5512,3485508,2
5513,3453483.3454102,4
5514,SC.2018.00064,11
5515,3368826.3377913,11
5516,3360589,15
5517,3281411.3281436,13
5518,3437801.3441617,9
5519,3276499,29
5520,3428279,8
5521,29380.214346,0
5522,3236781,21
5523,3434322,8
5524,3371109,2
5525,3155338,4
5526,3485542,25
5527,3473591,28
5528,3453483.3454091,7
5529,3434339,25
5530,3371117,22
5531,3377811.3380348,11
5532,3360546,17
5533,1186785.1186790,16
5534,3373376.3378478,4
5535,3360546,13
5536,3092703.3092723,31
5537,3293883.3295711,3
5538,3304109.3306222,23
5539,3468264.3468626,6
5540,3290331,18
5541,3387902.3392630,5
5542,3477132.3483552,9
5543,3368826.3377909,9
5544,3428258,13
5545,210089.210091,20
5546,3445814.3446730,7
5547,2701.356108,0
5548,3360589,25
5549,3395363.3397380,0
5550,1055531.1055538,2
5551,2700586,9
5552,3341301.3359640,3
5553,3386367.3431297,5
5554,3471874.3472980,6
5555,3236795,24
5556,3428295,27
5557,214392.214393,1
5558,3276528,7
5559,3371117,24
5560,3133928,11
5561,3468264.3468557,5
5562,3453483.3454097,5
5563,3428220,30
5564,3213846.3213851,4
5565,3304109.3306222,27
5566,1391989.1404581,18
5567,3290350,29
5568,3453483.3454105,5
5569,3477132.3483549,3
5570,3473587,0
5571,3447786.3456233,12
5572,292395.292399,2
5573,3276499,0
5574,3230543.3230560,1
5575,3304109.3306222,48
5576,3437801.3441617,1
5577,3290362,27
5578,3371109,19
5579,232826.232846,7
5580,3453483.3454072,4
5581,2450153.2450159,6
5582,3341301.3359632,4
5583,3092703.3092723,3
5584,3236780,8
5585,210089.210091,16
5586,SC.2018.00069,4
5587,3192366.3192410,3
5588,3452296.3472913,10
5589,1322436.1322441,18
5590,3377811.3380384,9
5591,1322436.1322441,11
5592,3339825.3394929,3
5593,3373376.3378464,12
5594,3204949.3204953,11
5595,3293882.3330577,7
5596,3236024.3236029,2
5597,2669372,2
5598,3368826.3377909,8
5599,3276528,5
5600,3452296.3473336,10
5601,3341703,9
5602,358407.358424,5
5603,2700586,5
5604,3445814.3446736,14
5605,3385412.3386019,11
5606,3358960.3379128,10
5607,3290350,0
5608,210089.210091,18
5609,3168819,10
5610,3290350,2
5611,3445814.3446736,15
5612,3477132.3483549,15
5613,3035918.3064034,0
5614,3466752.3480131,12
5615,3377811.3380323,5
5616,3341301.3359663,9
5617,3360557,10
5618,3290381,21
5619,3341301.3359659,4
5620,3434322,26
5621,3314221.3314600,1
5622,3384441.3395990,1
5623,229473.229475,16
5624,3385412.3386019,8
5625,1391989.1391995,0
5626,3061709,23
5627,347837.347852,21
5628,3035918.3064034,12
5629,3385412.3386019,0
5630,3408982,22
5631,3453483.3454041,13
5632,3371109,3
5633,3385412.3385966,12
5634,3276511,7
5635,3200921.3200942,2
5636,3236795,17
5637,3437801.3441578,10
5638,3236780,18
5639,3192366.3192402,12
5640,3453483.3454039,15
5641,2898349,17
5642,3460319.3464807,8
5643,3445814.3446765,8
5644,3314221.3314594,16
5645,3158096,28
5646,198429.198433,14
5647,3360579,19
5648,3185467.3185498,4
5649,3281411.3281436,9
5650,3371100,10
5651,3035918.3064034,15
5652,3447786.3456255,3
5653,3426425.3426940,18
5654,225545.225553,10
5655,3473587,4
5656,3236794,2
5657,3446804.3446850,3
5658,3304109.3306222,39
5659,3485503,25
5660,3110277,3
5661,3213846.3213872,6
5662,2699471,9
5663,356012.356018,5
5664,3377811.3380441,7
5665,3341642,7
5666,3341697,25
5667,3468264.3468578,7
5668,3238147.3238197,9
5669,SC.2018.00004,6
5670,3408988,16
5671,3385412.3386018,12
5672,3192366.3192410,10
5673,353474.353484,1
5674,3452296.3472902,11
5675,1824801.1824812,19
5676,3428212,18
5677,3290331,10
5678,275323.275328,4
5679,3453483.3454041,26
5680,1186785.1186790,9
5681,200979.200987,2
5682,962437.962443,7
5683,178365.178391,5
5684,ICSE.2019.00125,1
5685,347837.347852,19
5686,3368089.3409687,3
5687,3453483.3454092,6
5688,3276499,12
5689,3290370,21
5690,3133895,6
5691,3473599,27
5692,3452296.3472902,13
5693,214392.214396,1
5694,3358960.3379128,1
5695,3290382,16
5696,3295500.3356178,27
5697,3230718.3230729,5
5698,131766.131772,10
5699,1391989.1391995,3
5700,3341301.3359652,3
5701,1527286.1527291,24
5702,3158116,13
5703,3236024.3236034,9
5704,3276499,28
5705,3368089.3409687,7
5706,2898349,20
5707,3485508,9
5708,3236781,5
5709,138351.138378,10
5710,3485508,3
5711,3110277,10
5712,2168773.2168780,1
5713,3434305,23
5714,ICSE.2019.00108,4
5715,229473.229475,12
5716,3236024.3236025,0
5717,2331130.2331137,0
5718,3445814.3446765,6
5719,SC.2018.00064,9
5720,3485542,8
5721,ICSE.2019.00120,2
5722,SC.2018.00072,3
5723,3133902,1
5724,3477132.3483563,4
5725,3360597,7
5726,3200921.3200931,0
5727,3133934,6
5728,3377811.3380438,9
5729,3377811.3380384,1
5730,3408988,19
5731,3290368,21
5732,3158096,15
5733,3304109.3306222,2
5734,3452296.3472913,16
5735,3485523,21
5736,3377555.3377901,3
5737,3477132.3483549,13
5738,3360589,14
5739,356022.356027,14
5740,3314221.3314594,6
5741,3368089.3409703,4
5742,2898349,24
5743,3360597,12
5744,3185467.3185498,5
5745,3168813,8
5746,3230543.3230564,0
5747,3426425.3426940,4
5748,3453483.3454105,10
5749,3445814.3446709,4
5750,3428220,6
5751,1055531.1055538,9
5752,3314221.3314621,5
5753,3089248,13
5754,2513109.2513117,17
5755,3276511,25
5756,3133879,8
5757,SC.2018.00072,10
5758,3445814.3446754,9
5759,3110256,7
5760,358407.358427,25
5761,3445814.3446725,13
5762,3290350,1
5763,3461648.3463852,10
5764,3092703.3092722,5
5765,3377811.3380384,7
5766,3236780,22
5767,3485520,11
5768,3485478,18
5769,3276499,22
5770,3178487.3178514,13
5771,3230543.3230564,10
5772,3373376.3378455,8
5773,356056.356066,8
5774,3428217,17
5775,3290372,28
5776,3385412.3386004,13
5777,3368089.3409758,6
5778,3385412.3385966,9
5779,3387902.3392634,5
5780,3314221.3314596,13
5781,3276511,9
5782,3110277,12
5783,3437992.3439931,8
5784,3385412.3386019,1
5785,3377813.3381358,1
5786,3204949.3204964,4
5787,ICSE.2019.00067,1
5788,3290319,11
5789,3072959.3054739,17
5790,3434311,21
5791,3371100,15
5792,1268769.1268774,1
5793,1916461.1916470,1
5794,3236024.3236073,8
5795,3485542,24
5796,358407.358424,8
5797,178365.178391,17
5798,3384441.3395984,10
5799,3368089.3409729,7
5800,3236794,27
5801,3368089.3409704,7
5802,3236795,14
5803,1268769.1268774,16
5804,3133895,7
5805,3485514,24
5806,214392.214393,6
5807,3386367.3431315,8
5808,3136014.3136016,7
5809,3133895,19
5810,3368089.3409757,7
5811,3276499,13
5812,3453483.3454029,9
5813,3158141,0
5814,3385412.3385966,0
5815,2699467,9
5816,3314221.3314594,8
5817,3477132.3483579,7
5818,2845076,1
5819,3426428.3426917,3
5820,3360602,3
5821,ICSE.2019.00125,5
5822,3230543.3230573,12
5823,3385412.3385970,5
5824,779359.779360,7
5825,3341703,11
5826,3110249,11
5827,3238147.3238197,7
5828,3089248,12
5829,3368089.3409755,7
5830,3360568,2
5831,3236794,29
5832,3276516,2
5833,3437801.3441617,5
5834,3136014.3136032,9
5835,3360602,26
5836,3468264.3468578,5
5837,356022.356027,16
5838,CGO51591.2021.9370315,0
5839,3236024.3236026,1
5840,3133902,17
5841,3295500.3356178,22
5842,3428295,21
5843,3236024.3236073,2
5844,1322436.1322441,8
5845,3158103,9
5846,ICSE.2019.00123,5
5847,214392.214395,10
5848,3471874.3472980,14
5849,3368089.3409726,3
5850,SC.2018.00015,6
5851,131766.131772,4
5852,3468264.3468578,8
5853,3468264.3468547,2
5854,3468264.3468557,9
5855,3434322,22
5856,3236781,22
5857,3434336,1
5858,356022.356027,8
5859,3314221.3314594,4
5860,3453483.3454039,1
5861,3290335,5
5862,3485508,26
5863,3485508,5
5864,3158103,23
5865,2450153.2450159,7
5866,210089.210091,3
5867,3133894,21
5868,3387902.3392634,2
5869,1039813.1039820,1
5870,3371081,1
5871,3445814.3446730,10
5872,3485514,6
5873,3428288,21
5874,3385412.3386000,2
5875,3360579,6
5876,3276528,1
5877,3213846.3213851,5
5878,3468264.3468598,0
5879,3373376.3378455,0
5880,3236781,19
5881,3371081,16
5882,3428217,0
5883,3434311,8
5884,3368089.3409755,0
5885,3453483.3454102,11
5886,3453483.3454041,2
5887,3371100,31
5888,232826.232856,9
5889,3377811.3380409,6
5890,CGO51591.2021.9370337,4
5891,3477132.3483549,6
5892,3230543.3230564,2
5893,ICSE.2019.00108,2
5894,3371134,5
5895,214392.214395,3
5896,3428220,11
5897,3466752.3480061,2
5898,3466752.3480122,10
5899,2700586,27
5900,3477132.3483582,13
5901,3168824,3
5902,3446804.3446846,3
5903,3155744,0
5904,3434322,9
5905,3434330,23
5906,2699467,14
5907,2882903.2882961,8
5908,3136014.3136032,3
5909,214392.214396,13
5910,3293880.3294105,7
5911,3452296.3472932,11
5912,3360546,15
5913,3386367.3431315,4
5914,2616971,3
5915,3157735,7
5916,3486601.3486707,0
5917,CGO51591.2021.9370317,0
5918,3157735,17
5919,3360571,26
5920,151271.151277,5
5921,3385412.3386015,12
5922,2882903.2882961,9
5923,3276604.3276618,6
5924,229473.229475,13
5925,3466752.3480131,15
5926,3236024.3236029,6
5927,3466752.3480117,3
5928,3178487.3178507,2
5929,3408982,4
5930,SC.2018.00065,4
5931,3485488,21
5932,3437801.3441592,9
5933,3110277,29
5934,3447786.3456255,14
5935,1268769.1268774,0
5936,2882903.2882961,5
5937,3158142,30
5938,3485542,22
5939,3133894,27
5940,3453483.3454102,12
5941,3377811.3380323,3
5942,3428279,3
5943,3072959.2983617,9
5944,3485482,13
5945,3360576,20
5946,3133934,20
5947,3452296.3472890,2
5948,3386367.3431297,13
5949,3133928,8
5950,3371081,27
5951,1268769.1268774,4
5952,292395.292399,6
5953,3360576,17
5954,ICSE.2019.00125,2
5955,3290376,27
5956,3385412.3386010,7
5957,3158096,21
5958,3295500.3356178,29
5959,3377811.3380343,4
5960,962437.962443,10
5961,3428249,11
5962,3133902,3
5963,3371134,16
5964,3168818,7
5965,3453483.3454112,13
5966,3276499,9
5967,ICSE.2019.00030,6
5968,3236780,9
5969,155743.155767,7
5970,1391989.1404581,20
5971,962437.962443,3
5972,3428288,8
5973,2700586,45
5974,3384441.3395983,4
5975,3477132.3483585,4
5976,3092703.3092705,1
5977,1824801.1824812,0
5978,3061709,25
5979,3133934,21
5980,3426428.3426917,6
5981,3428208,30
5982,3371081,10
5983,CGO51591.2021.9370323,7
5984,232826.232846,2
5985,3385412.3385981,5
5986,3341301.3359646,11
5987,3434322,14
5988,3360584,19
5989,3386367.3432730,8
5990,3445814.3446730,13
5991,3192366.3192402,11
5992,3360584,9
5993,3368089.3409684,6
5994,3368089.3409684,8
5995,2591005,6
5996,3368089.3409704,4
5997,1527286.1527291,22
5998,ICSE.2019.00067,47
5999,3293883.3295711,2
6000,2834115,6
6001,3304109.3306222,14
6002,3485520,6
6003,78928.78932,8
6004,3447786.3456262,5
6005,2890491,1
6006,3477132.3483541,1
6007,3452296.3472898,10
6008,3395363.3397385,3
6009,2699467,3
6010,3468264.3468589,6
6011,3158096,5
6012,358407.358427,21
6013,3368089.3409682,0
6014,3236780,11
6015,3236780,29
6016,3061709,19
6017,3276528,25
6018,3373376.3378480,5
6019,3447786.3456262,13
6020,3445814.3446736,11
6021,3133934,17
6022,3452296.3473336,6
6023,3384441.3395990,10
6024,3168824,12
6025,3373376.3378480,13
6026,3473591,21
6027,3236024.3236025,3
6028,3360584,8
6029,3211332.3211334,9
6030,3428258,23
6031,3368089.3409668,1
6032,3281411.3281436,8
6033,2701.356110,0
6034,3061709,8
6035,3168819,4
6036,3477132.3483563,9
6037,3204949.3204961,0
6038,3434322,21
6039,1039813.1039820,9
6040,3290381,9
6041,3133879,10
6042,3452296.3472932,10
6043,3371134,4
6044,3477132.3483579,11
6045,3434336,26
6046,ICSE.2019.00067,42
6047,2168773.2168780,3
6048,3371103,22
6049,3290335,25
6050,1141885.1141895,4
6051,3447786.3456255,10
6052,3445814.3446765,4
6053,3377811.3380372,11
6054,3408988,2
6055,3133928,21
6056,3136014.3136037,5
6057,3236780,28
6058,3485521,1
6059,3368089.3409684,9
6060,3119904,4
6061,3360558,18
6062,3473591,17
6063,3428220,19
6064,3341301.3359640,13
6065,3453483.3454041,22
6066,3341301.3359632,10
6067,3452296.3472905,5
6068,3485503,6
6069,3460319.3464823,9
6070,3485482,12
6071,3477132.3483549,12
6072,347837.347852,7
6073,3360576,8
6074,3158089,7
6075,3293882.3330550,11
6076,3447786.3456262,1
6077,3386367.3432730,1
6078,2168773.2168779,16
6079,3192366.3192402,8
6080,3276508,18
6081,3290370,20
6082,3035918.3064034,3
6083,3485542,23
6084,3485514,25
6085,3445814.3446754,8
6086,3035918.3064034,6
6087,3437801.3441617,16
6088,358407.358424,11
6089,3408988,27
6090,3095076,0
6091,3368089.3409723,7
6092,3368089.3409687,5
6093,3314221.3314621,8
6094,3371117,2
6095,3290331,7
6096,151271.151277,0
6097,3290362,22
6098,3371136,35
6099,3276604.3276618,12
6100,1236463.1236469,15
6101,3428212,10
6102,3290319,25
6103,1824801.1824812,18
6104,3360568,14
6105,3473587,11
6106,2818313,9
6107,3445814.3446725,12
6108,2882903.2882961,1
6109,2818313,15
6110,3338906.3338956,0
6111,3446804.3446854,7
6112,138351.138378,16
6113,347837.347852,28
6114,3290319,3
6115,ICSE.2019.00046,0
6116,3377811.3380348,34
6117,962437.962443,2
6118,3200921.3200942,0
6119,3445814.3446712,0
6120,5960.214319,2
6121,3278532.3278546,5
6122,SC.2018.00069,1
6123,3466752.3480063,2
6124,3360584,0
6125,1356052.1356057,2
6126,3371136,8
6127,3110249,22
6128,3428288,6
6129,3384441.3395983,8
6130,ICSE.2019.00067,20
6131,3447786.3456233,0
6132,3290370,3
6133,3360584,16
6134,353474.353484,2
6135,3293880.3294105,3
6136,347837.347852,20
6137,3408982,10
6138,3290331,0
6139,CGO51591.2021.9370337,2
6140,3360571,1
6141,3158096,2
6142,3295500.3356178,16
6143,3485483,21
6144,210089.210091,9
6145,3236024.3236059,3
6146,ICSE.2019.00067,36
6147,3276528,27
6148,3452296.3472905,3
6149,3293883.3295731,8
6150,1268769.1268774,11
6151,1824801.1824814,7
6152,3276516,21
6153,SC.2018.00049,11
6154,3158089,21
6155,29380.214346,1
6156,3434314,17
6157,3110277,6
6158,3136014.3136032,6
6159,3290381,30
6160,3158116,28
6161,ICSE.2019.00067,7
6162,3293883.3295711,11
6163,3158141,13
6164,3466752.3480061,16
6165,3445814.3446709,0
6166,3477132.3483563,13
6167,3427921.3450240,1
6168,3473591,2
6169,3445814.3446712,2
6170,3395363.3397348,3
6171,151271.151277,4
6172,3360602,5
6173,3371109,27
6174,3368089.3409743,0
6175,3477132.3483582,10
6176,3434286,7
6177,3368089.3409682,11
6178,3453483.3454097,8
6179,3360576,18
6180,3408988,4
6181,3133899,18
6182,3095076,7
6183,1268769.1268774,18
6184,3158089,18
6185,3236780,21
6186,3293880.3294105,1
6187,155743.155767,5
6188,3434330,19
6189,3371077,9
6190,3290381,28
6191,3213846.3213872,5
6192,SC.2018.00072,13
6193,1141885.1141895,9
6194,SC.2018.00015,4
6195,2882903.2882961,14
6196,3485520,26
6197,3278532.3278546,13
6198,ICSE.2019.00030,3
6199,1527286.1527291,13
6200,3427921.3450240,7
6201,3377811.3380385,1
6202,3200921.3200931,9
6203,3408988,25
6204,3158096,27
6205,3314221.3314621,10
6206,3473591,3
6207,3385412.3386015,3
6208,3332466.3374547,5
6209,3372885.3373835,4
6210,3426425.3426940,1
6211,3428295,8
6212,3395351.3399343,8
6213,3158089,27
6214,3485542,10
6215,3208903.3208941,4
6216,3178487.3178507,14
6217,3168824,6
6218,3360584,5
6219,3110277,18
6220,3338906.3338916,10
6221,3360602,22
6222,3434311,23
6223,3236024.3236026,8
6224,3304109.3306222,5
6225,3236781,14
6226,2699471,24
6227,3445814.3446725,9
6228,962437.962444,18
6229,ICSE.2019.00067,43
6230,2834115,2
6231,3133934,8
6232,3290368,19
6233,3468264.3468598,10
6234,3368089.3409726,1
6235,3485523,17
6236,3276516,19
6237,3452296.3472902,5
6238,3230543.3230564,7
6239,3155338,18
6240,3445814.3446754,14
6241,279232.279234,6
6242,3473587,25
6243,3290381,29
6244,198429.198433,1
6245,3136014.3136037,2
6246,3385412.3386000,13
6247,3290370,28
6248,3178487.3178489,6
6249,2700586,32
6250,3434305,18
6251,2669372,24
6252,3373376.3378464,6
6253,3426425.3426940,19
