,file,page
2540,ICSE.2019.00072,36
2541,3276508,10
2542,2700586,16
2543,3368089.3409729,8
2544,2669372,19
2545,3473591,27
2546,3158096,11
2547,3377811.3380441,10
2548,275323.275328,2
2549,3368089.3409684,2
2550,3110277,14
2551,3371103,10
2552,2845076,17
2553,279232.279234,0
2554,3338906.3338909,5
2555,3281411.3281432,1
2556,3485542,20
2557,3133899,26
2558,3428220,13
2559,3290362,14
2560,3368089.3409758,8
2561,3211332.3211334,14
2562,3428212,24
2563,3290381,25
2564,3437801.3441592,0
2565,3466752.3480114,9
2566,3293883.3295731,13
2567,3485483,6
2568,3434339,12
2569,3408985,21
2570,3133934,2
2571,2168773.2168780,6
2572,3314221.3314596,12
2573,3371136,32
2574,3452296.3472905,4
2575,3168824,10
2576,3466752.3480131,13
2577,3447786.3456260,15
2578,3428288,18
2579,3238147.3238197,1
2580,3358960.3379128,11
2581,3368089.3409726,7
2582,3434311,4
2583,3293880.3294105,4
2584,3377811.3380343,0
2585,3213846.3213872,1
2586,3293882.3330577,10
2587,3230543.3230560,5
2588,3290319,20
2589,1916461.1916470,14
2590,3371077,21
2591,3434286,1
2592,3092703.3092723,15
2593,3290331,9
2594,1391989.1391995,8
2595,358407.358424,14
2596,2818313,3
2597,3427921.3450240,9
2598,3338906.3338909,10
2599,3385412.3385991,15
2600,3427921.3450240,2
2601,3434305,12
2602,3338906.3338956,2
2603,3314221.3314596,4
2604,210089.210090,2
2605,3290362,16
2606,3384441.3395990,5
2607,3453483.3454097,7
2608,292395.292399,5
2609,3281411.3281436,4
2610,3466752.3480117,9
2611,3341301.3359659,0
2612,3434305,10
2613,3357766.3359545,12
2614,SC.2018.00035,0
2615,3371117,14
2616,3360571,15
2617,3276508,16
2618,3192366.3192402,2
2619,1236463.1236469,6
2620,1141885.1141895,23
2621,232826.232856,8
2622,3168813,2
2623,3061664,6
2624,3377811.3380360,9
2625,2591005,17
2626,6497.214326,3
2627,3293882.3330571,6
2628,3473591,12
2629,3477132.3483582,4
2630,3386367.3432730,11
2631,3092703.3092727,7
2632,3377811.3380372,9
2633,SC.2018.00004,5
2634,3290350,27
2635,3083187.3083214,3
2636,214392.214395,7
2637,3485483,10
2638,3290372,3
2639,6187.6195,1
2640,2168773.2168779,15
2641,3385412.3386014,9
2642,3453483.3454039,7
2643,3485542,15
2644,347837.347852,24
2645,3453483.3454041,8
2646,3371117,10
2647,2616971,7
2648,3158103,22
2649,3446804.3446854,11
2650,3447786.3456262,7
2651,3133934,4
2652,3385412.3386019,2
2653,138351.138378,7
2654,50063.51906,5
2655,3373376.3378480,8
2656,ICSE.2019.00072,40
2657,3332466.3374547,18
2658,3158103,12
2659,3377811.3380440,5
2660,3360558,19
2661,200979.200987,5
2662,3276499,7
2663,3276604.3276618,7
2664,3158089,19
2665,3445814.3446736,0
2666,3304109.3306222,52
2667,198429.198433,6
2668,3447786.3456262,8
2669,3477132.3483563,0
2670,3385412.3385981,10
2671,3447786.3456260,13
2672,178365.178391,14
2673,3377811.3380409,7
2674,3452296.3472890,7
2675,3434311,0
2676,3155338,24
2677,3460319.3464807,4
2678,3133894,11
2679,3466752.3480122,2
2680,502800.502803,4
2681,3377555.3377888,7
2682,1067967.1067970,5
2683,3371100,17
2684,3290382,30
2685,3408985,11
2686,3357766.3359545,4
2687,3453483.3454068,2
2688,3290350,15
2689,3133899,17
2690,3083187.3083214,1
2691,2699471,23
2692,3371081,6
2693,3360597,9
2694,3428212,12
2695,3360557,24
2696,3290368,3
2697,356022.356028,4
2698,3477132.3483579,2
2699,3360579,9
2700,3466752.3480061,1
2701,3158141,25
2702,3360557,7
2703,3466752.3480061,12
2704,3133899,23
2705,2890491,20
2706,3452296.3472902,10
2707,3468264.3468578,9
2708,3293880.3294105,11
2709,3368089.3409682,7
2710,SC.2018.00069,11
2711,3338906.3338956,3
2712,3158141,2
2713,3373376.3378480,14
2714,CGO51591.2021.9370323,1
2715,1322436.1322441,15
2716,3158141,9
2717,3158096,12
2718,3371117,4
2719,569147.569151,3
2720,3158141,30
2721,2890491,19
2722,3446804.3446854,2
2723,3453483.3454041,0
2724,3168818,4
2725,210089.210091,4
2726,3434336,9
2727,3204949.3204961,11
2728,3236024.3236029,3
2729,3158096,8
2730,3360589,23
2731,1322436.1322441,7
2732,210232.210235,2
2733,3485482,25
2734,3092703.3092723,13
2735,3466752.3480063,8
2736,3437992.3439931,1
2737,3155338,19
2738,356022.356027,7
2739,3072959.2983617,10
2740,3460319.3464837,2
2741,3192366.3192410,12
2742,3158103,3
2743,3453483.3454092,14
2744,3428249,12
2745,3468264.3468626,4
2746,3371103,12
2747,3485488,18
2748,3133934,3
2749,3377811.3380348,36
2750,3213846.3213851,7
2751,3453483.3454105,0
2752,358407.358427,16
2753,3377811.3380360,8
2754,2699471,1
2755,3485483,5
2756,3434322,6
2757,3204949.3204964,6
2758,3276532,14
2759,3290381,3
2760,3133899,7
2761,3332466.3374547,13
2762,3332466.3374547,24
2763,3158142,27
2764,ICSE.2019.00046,11
2765,3371100,28
2766,ICSE.2019.00067,10
2767,3368089.3409729,1
2768,3460319.3464827,6
2769,3332466.3374547,0
2770,3485523,5
2771,3434286,0
2772,3314221.3314600,14
2773,3408985,6
2774,3453483.3454041,28
2775,3473599,1
2776,3434330,26
2777,3204949.3204961,6
2778,3368826.3377913,8
2779,3192366.3192402,1
2780,3230543.3230573,2
2781,3211332.3211334,17
2782,3290372,25
2783,3230718.3230729,3
2784,3377811.3380409,1
2785,3290331,28
2786,3236024.3236061,0
2787,3158142,16
2788,3360557,21
2789,3453483.3454094,9
2790,3158103,15
2791,3110277,2
2792,3276511,2
2793,2699471,7
2794,3395363.3397385,12
2795,3368089.3409682,1
2796,198429.198433,7
2797,3158089,28
2798,3428279,22
2799,3485514,10
2800,3158096,19
2801,1391989.1391995,7
2802,358407.358427,9
2803,3373376.3378478,13
2804,3133902,28
2805,3290335,16
2806,3486601.3486707,1
2807,3360602,2
2808,3360558,7
2809,3290376,5
2810,3377811.3380372,6
2811,3092703.3092723,22
2812,3133879,21
2813,3133934,12
2814,3360589,8
2815,ICSE.2019.00120,6
2816,3341301.3359640,1
2817,3338906.3338916,5
2818,3468264.3468589,2
2819,3358960.3379128,12
2820,3276508,12
2821,3453483.3454072,7
2822,3304109.3306222,20
2823,3133899,25
2824,3447786.3456260,12
2825,3136014.3136016,5
2826,3453483.3454055,8
2827,3428212,14
2828,3360602,16
2829,3339825.3394930,4
2830,3384441.3395984,5
2831,3110249,10
2832,3236781,26
2833,232826.232846,9
2834,3428212,27
2835,3338906.3338956,7
2836,2669372,6
2837,ICSE.2019.00072,5
2838,3290376,3
2839,2834115,0
2840,3427921.3450240,10
2841,3293883.3295731,14
2842,1527286.1527291,11
2843,3485542,18
2844,3341301.3359632,11
2845,3290382,12
2846,ICSE.2019.00046,8
2847,3477132.3483563,1
2848,ICSE.2019.00067,22
2849,3371117,12
2850,358407.358424,22
2851,3276528,15
2852,2616971,5
2853,3133899,13
2854,ICSE.2019.00120,0
2855,3445814.3446765,3
2856,3434339,24
2857,3377555.3377901,0
2858,3290319,7
2859,3368826.3377913,0
2860,3434314,19
2861,3304109.3325814,3
2862,3290382,5
2863,3072959.2983617,5
2864,2699467,1
2865,3485520,25
2866,CGO51591.2021.9370337,10
2867,3341301.3359659,9
2868,358407.358427,4
2869,3133899,22
2870,3428288,0
2871,3371136,34
2872,198429.198433,17
2873,3395351.3399343,7
2874,3236024.3236061,6
2875,SC.2018.00015,2
2876,ICSE.2019.00072,28
2877,2700586,23
2878,3290331,19
2879,3341703,2
2880,225545.225553,7
2881,3445814.3446709,3
2882,3371081,17
2883,3453483.3454068,11
2884,3106237.3106254,2
2885,3461648.3463852,9
2886,3360579,0
2887,502800.502803,7
2888,3371103,8
2889,2513109.2513117,13
2890,3360579,22
2891,3290368,0
2892,2699471,22
2893,358407.358427,1
2894,3385412.3385966,4
2895,3106237.3106254,4
2896,3371077,27
2897,214392.214396,4
2898,3466752.3480131,4
2899,3192366.3192414,15
2900,3332466.3374537,8
2901,3395363.3397385,0
2902,3426425.3426940,11
2903,2699467,12
2904,3061709,2
2905,138351.138378,6
2906,3466752.3480131,11
2907,3445814.3446712,5
2908,3468264.3468589,5
2909,3133850.3133851,8
2910,3458864.3466625,4
2911,3453483.3454068,1
2912,198429.198433,16
2913,2591005,14
2914,3460319.3464837,3
2915,3290370,24
2916,1039813.1039820,7
2917,3385412.3385981,8
2918,3276508,17
2919,3360589,17
2920,3133928,7
2921,ICSE.2019.00072,8
2922,3281411.3281432,7
2923,3236024.3236073,5
2924,3485482,0
2925,3408985,4
2926,3485483,3
2927,3365438.3410943,5
2928,3445814.3446725,11
2929,3360557,8
2930,2882903.2882961,0
2931,3468264.3468598,4
2932,3290362,26
2933,3158141,3
2934,3061709,13
2935,3360584,1
2936,3290372,24
2937,3341703,23
2938,3368089.3409729,11
2939,3452296.3473336,2
2940,2834115,8
2941,3453483.3454090,3
2942,779359.779360,5
2943,3232755.3232779,0
2944,2591005,5
2945,203082.203088,2
2946,279232.279234,16
2947,3434286,18
2948,3453483.3454105,12
2949,3485508,1
2950,3341301.3359629,12
2951,3408988,24
2952,305658.287652,3
2953,3360584,27
2954,3157735,6
2955,2882903.2882961,3
2956,305658.287652,7
2957,356022.356028,7
2958,CGO51591.2021.9370317,6
2959,1527286.1527291,19
2960,3386367.3432730,13
2961,3460319.3464841,7
2962,3133894,6
2963,3293880.3294105,2
2964,3290382,22
2965,3236794,23
2966,3377555.3377901,6
2967,3136014.3136016,6
2968,2168773.2168780,5
2969,3485503,17
2970,3468264.3468547,6
2971,3468264.3468589,10
2972,3338906.3338956,8
2973,1186785.1186790,14
2974,3468264.3468578,12
2975,3236781,15
2976,ICSE.2019.00067,13
2977,3371100,13
2978,3485520,3
2979,3428279,7
2980,3445814.3446725,15
2981,SC.2018.00064,7
2982,3136014.3136037,8
2983,ICSE.2019.00072,19
2984,3341301.3359640,5
2985,3445814.3446709,5
2986,CGO51591.2021.9370323,3
2987,353474.353484,4
2988,3360576,9
2989,356022.356028,0
2990,3110256,3
2991,3368089.3409682,10
2992,3368089.3409668,4
2993,1356052.1356057,12
2994,3485514,15
2995,3274808.3274825,8
2996,3360571,22
2997,3371100,0
2998,ICSE.2019.00067,38
2999,2898349,1
3000,3371100,7
3001,3357766.3359545,3
3002,SC.2018.00069,3
3003,3133934,18
3004,2699471,14
3005,3428217,20
3006,3360558,5
3007,3290370,6
3008,SC.2018.00035,6
3009,3290376,22
3010,131766.131772,12
3011,3200921.3200942,3
3012,3276511,17
3013,3204949.3204961,12
3014,3473599,2
3015,2699467,16
3016,3485521,16
3017,3341301.3359663,13
3018,3387902.3392632,3
3019,3408982,17
3020,3437801.3441624,2
3021,ICSE.2019.00067,2
3022,3360597,11
3023,356004.356010,8
3024,3384441.3395984,2
3025,3110245,9
3026,3485514,2
3027,50063.51906,2
3028,3434305,8
3029,3408988,5
3030,3338906.3338909,11
3031,1141885.1141895,12
3032,3445814.3446712,3
3033,2616971,17
3034,232826.232846,6
3035,2818313,25
3036,3365438.3410939,3
3037,3385412.3385970,7
3038,2591004,0
3039,2616971,4
3040,3485488,1
3041,3236024.3236061,3
3042,3428212,13
3043,3371103,28
3044,3377555.3377901,4
3045,3428217,16
3046,1916461.1916470,6
3047,3486601.3486707,8
3048,3192366.3192402,10
3049,3371103,18
3050,3293883.3295728,2
3051,3485508,20
3052,3158142,13
3053,3360597,14
3054,3466752.3480122,6
3055,3486601.3486707,2
3056,3236781,3
3057,3236024.3236026,3
3058,3368826.3377913,16
3059,3377813.3381347,2
3060,3445814.3446736,4
3061,3453483.3454102,10
3062,155743.155767,4
3063,3428288,13
3064,3295500.3356170,10
3065,3372885.3373835,13
3066,3437801.3441578,13
3067,3278532.3278546,1
3068,1824801.1824812,4
3069,358407.358424,4
3070,3453483.3454097,15
3071,3341301.3359632,3
3072,SC.2018.00072,8
3073,3453483.3454097,2
3074,3468264.3468570,9
3075,6187.6195,0
3076,3290372,8
3077,1824801.1824812,13
3078,3452296.3472905,19
3079,3452296.3472898,8
3080,3314221.3314621,14
3081,3236024.3236026,5
3082,3477132.3483541,10
3083,3428217,18
3084,3485503,13
3085,3236794,25
3086,2591004,16
3087,3371100,11
3088,198429.198433,2
3089,3304109.3306222,1
3090,SC.2018.00035,9
3091,3452296.3472890,3
3092,3290335,31
3093,3360579,13
3094,229473.229475,1
3095,3314221.3314645,4
3096,3200921.3200933,0
3097,3133894,5
3098,3341301.3359646,5
3099,1039813.1039820,12
3100,3110277,1
3101,3452296.3473336,14
3102,3377813.3381358,8
3103,3428208,3
3104,3281411.3281432,8
3105,3437801.3441598,8
3106,3092703.3092705,0
3107,3230543.3230560,13
3108,3406088.3409019,0
3109,3360546,19
3110,3158089,9
3111,3377811.3380440,6
3112,1141885.1141895,7
3113,3468264.3468547,8
3114,225545.225553,9
3115,3408988,3
3116,3468264.3468557,8
3117,SC.2018.00015,7
3118,3447786.3456255,4
3119,3453483.3454094,13
3120,3133894,25
3121,3445814.3446730,6
3122,3377555.3377888,1
3123,3110277,24
3124,232826.232846,3
3125,3468264.3468626,10
3126,29380.214346,6
3127,131766.131772,3
3128,3428258,9
3129,3485482,22
3130,3485508,13
3131,3485508,17
3132,3236781,1
3133,ICSE.2019.00046,4
3134,3230543.3230560,14
3135,3365438.3410939,1
3136,3360602,11
3137,3338906.3338956,10
3138,3092703.3092727,3
3139,3408982,9
3140,ICSE.2019.00120,9
3141,3276516,14
3142,2700586,10
3143,3211332.3211335,0
3144,3460319.3464834,0
3145,3371136,19
3146,3290331,16
3147,3236024.3236034,4
3148,3360557,25
3149,138351.138378,1
3150,3276499,8
3151,3377813.3381358,7
3152,6497.214326,6
3153,3360571,14
3154,2890491,10
3155,3341697,21
3156,3377811.3380440,7
3157,3290350,14
3158,3360558,2
3159,1268769.1268774,5
3160,3408985,23
3161,3341301.3359638,13
3162,3408988,7
3163,3295500.3356170,12
3164,3276499,2
3165,3428220,15
3166,3473599,10
3167,3157735,5
3168,3428295,22
3169,151271.151277,1
3170,3377813.3381347,0
3171,3385412.3385970,0
3172,3453483.3454105,13
3173,3136014.3136037,1
3174,CGO51591.2021.9370337,5
3175,3314221.3314600,2
3176,3447786.3456255,6
3177,2701.356110,5
3178,3133894,1
3179,3386367.3431297,7
3180,3136014.3136016,0
3181,3276511,6
3182,3452296.3472905,20
3183,3452296.3472898,24
3184,3452296.3473336,11
3185,3236795,10
3186,3290372,16
3187,3276532,24
3188,356004.356010,7
3189,3133902,13
3190,3452296.3472905,10
3191,3061664,14
3192,3341642,11
3193,3447786.3456260,7
3194,3089248,17
3195,210089.210090,4
3196,3360557,1
3197,3485514,23
3198,3437801.3441592,8
3199,347837.347852,22
3200,3358960.3379128,6
3201,3453483.3454055,5
3202,3238147.3238197,2
3203,2699467,6
3204,3293883.3295728,10
3205,3276499,6
3206,3385412.3386015,9
3207,2700586,36
3208,3385412.3386004,11
3209,3110249,15
3210,3295500.3356178,31
3211,3168819,2
3212,3473591,4
3213,3368089.3409729,2
3214,3276532,19
3215,3290331,27
3216,358407.358424,13
3217,3211332.3211335,9
3218,50063.51906,0
3219,2331130.2331137,2
3220,3453483.3454112,14
3221,3360558,15
3222,3447786.3456233,8
3223,3278532.3278546,4
3224,3477132.3483582,15
3225,131766.131772,2
3226,3395363.3397380,5
3227,3485478,4
3228,3133894,17
3229,3427921.3450240,0
3230,3341301.3359640,9
3231,3133879,0
3232,3360571,28
3233,3408985,1
3234,3368089.3409700,1
3235,3290381,26
3236,3371136,26
3237,2834115,4
3238,2616971,6
3239,3133934,11
3240,3158116,21
3241,3373376.3378480,10
3242,3371100,30
3243,3371077,3
3244,3368089.3409743,6
3245,3460319.3464827,13
3246,3477132.3483552,16
3247,3332466.3374537,10
3248,3473591,24
3249,178365.178391,2
3250,3460319.3464841,9
3251,3373376.3378464,5
3252,3368089.3409748,6
3253,3158103,8
3254,3360602,0
3255,356056.356066,6
3256,3437801.3441617,14
3257,3293883.3295728,11
3258,3471874.3472980,12
3259,1527286.1527291,15
3260,3485482,15
3261,3373376.3378455,1
3262,3408988,21
3263,3119904,2
3264,2898349,12
3265,3360557,14
3266,3428258,11
3267,3485523,26
3268,3466752.3480114,15
3269,3158103,4
3270,3377811.3380438,0
3271,3445814.3446765,10
3272,3204949.3204964,5
3273,3452296.3472905,14
3274,3236780,16
3275,3360576,27
3276,2168773.2168779,14
3277,3341697,5
3278,3395363.3397385,2
3279,3293883.3295728,9
3280,3290319,26
3281,3368089.3409758,9
3282,3452296.3472890,5
3283,3341301.3359632,1
3284,2616971,18
3285,3385412.3386000,6
3286,3385412.3386010,8
3287,3341301.3359638,6
3288,3360584,2
3289,3360579,14
3290,3428208,13
3291,3304109.3306222,21
3292,3371117,0
3293,3485508,27
3294,2591005,8
3295,2700586,46
3296,155743.155767,15
3297,3395363.3397380,7
3298,3468264.3468596,0
3299,3485503,16
3300,200979.200987,4
3301,45054.356231,1
3302,3158089,15
3303,3485531,25
3304,3437801.3441617,21
3305,3360557,13
3306,275323.275328,3
3307,3434336,28
3308,3473587,19
3309,3453483.3454112,3
3310,3395363.3397385,10
3311,3468264.3468578,10
3312,ICSE.2019.00072,20
3313,3371077,29
3314,356012.356018,0
3315,3452296.3472905,8
3316,3365438.3410939,0
3317,3290381,15
3318,3485483,24
3319,3290350,23
3320,264029.264059,0
3321,3485503,24
3322,CGO51591.2021.9370323,11
3323,3133895,15
3324,3072959.2983617,1
3325,3460319.3464841,5
3326,SC.2018.00064,10
3327,3453483.3454055,1
3328,3290319,12
3329,3372885.3373835,11
3330,2699471,12
3331,2898349,4
3332,3304109.3306222,42
3333,3477132.3483550,6
3334,3446804.3446850,6
3335,3452296.3472913,3
3336,3168818,9
3337,3445814.3446709,9
3338,3092703.3092727,9
3339,3385412.3386000,3
3340,3434305,22
3341,3035918.3064034,4
3342,2591005,1
3343,3434311,31
3344,3314221.3314645,10
3345,3276532,17
3346,3295500.3356178,9
3347,3428208,25
3348,3473587,5
3349,3434322,13
3350,3155338,23
3351,3460319.3464837,11
3352,3332466.3374547,1
3353,3373376.3378455,9
3354,3211332.3211335,6
3355,3452296.3472905,12
3356,3341703,5
3357,3373376.3378473,6
3358,3276499,21
3359,2700586,17
3360,3230543.3230573,5
3361,3434305,19
3362,3192366.3192400,3
3363,1067967.1067970,8
3364,3204949.3204953,26
3365,2669372,5
3366,3133879,25
3367,3092703.3092723,9
3368,3485542,11
3369,3373376.3378480,9
3370,3290362,9
3371,3158103,21
3372,3290319,1
3373,3385412.3385970,2
3374,3384441.3395983,11
3375,3158116,27
3376,3158096,16
3377,3485542,13
3378,3471874.3472980,13
3379,ICSE.2019.00067,46
3380,3126908.3126948,7
3381,3437801.3441578,1
3382,3133894,8
3383,3332466.3374547,10
3384,3385412.3386010,14
3385,3446804.3446854,24
3386,3365438.3410936,8
3387,1391989.1391995,2
3388,3485482,14
3389,3360557,12
3390,3387902.3392632,2
3391,3341301.3359663,12
3392,3293880.3294105,5
3393,3387902.3392632,8
3394,198429.198438,10
3395,3290319,22
3396,3360546,16
3397,3377811.3380348,30
3398,3452296.3472913,9
3399,3377811.3380440,4
3400,1186785.1186790,7
3401,3434339,17
3402,3357766.3359545,11
3403,3204949.3204964,1
3404,326147.326153,9
3405,3453483.3454068,5
3406,210089.210090,11
3407,3133934,15
3408,210089.210090,0
3409,3230718.3230729,4
3410,3468264.3468589,9
3411,3371117,1
3412,3485483,19
3413,3061709,0
3414,3158141,10
3415,3385412.3386014,7
3416,3168819,7
3417,3276508,24
3418,3453483.3454112,8
3419,2616971,19
3420,3192366.3192400,8
3421,3408982,6
3422,3314221.3314621,11
3423,3466752.3480117,12
3424,3473587,24
3425,3290382,20
3426,3368089.3409679,2
3427,3445814.3446743,1
3428,3304109.3306222,24
3429,3178487.3178514,12
3430,3192366.3192400,13
3431,3386367.3432730,5
3432,1322436.1322441,17
3433,229473.229475,6
3434,3236781,27
3435,3377811.3380409,11
3436,3341697,17
3437,3445814.3446725,1
3438,3453483.3454094,0
3439,3406088.3409019,6
3440,1268776.1268782,11
3441,3428258,0
3442,3377811.3380440,10
3443,3072959.2983617,16
3444,2898349,23
3445,3092703.3092723,14
3446,ICSE.2019.00067,49
3447,3434286,22
3448,3453483.3454091,6
3449,3437992.3439931,4
3450,3373376.3378480,11
3451,3110256,9
3452,3276532,1
3453,3373376.3378478,14
3454,138351.138378,3
3455,3158142,19
3456,3136014.3136037,0
3457,3408985,22
3458,3468264.3468557,11
3459,3453483.3454072,10
3460,3360557,15
3461,3236795,3
3462,569147.569151,1
3463,3293883.3295711,5
3464,63522.214390,0
3465,3230543.3230560,0
3466,3434339,22
3467,3453483.3454068,7
3468,3452296.3472898,12
3469,3377811.3380372,8
3470,ICSE.2019.00067,50
3471,3168819,13
3472,3035918.3064034,9
3473,3368089.3409686,4
3474,3290381,17
3475,3377811.3380409,12
3476,285861.285866,2
3477,3092703.3092723,30
3478,138351.138378,0
3479,3230543.3230564,13
3480,3133894,18
3481,3360571,24
3482,2591005,9
3483,3341642,5
3484,3477132.3483563,10
3485,3368826.3377913,4
3486,279232.279234,15
3487,3341697,26
3488,1824801.1824812,5
3489,3290335,9
3490,3276508,7
3491,3485531,8
3492,3290372,27
3493,2750675.2750679,2
3494,3332466.3374547,20
3495,3453483.3454091,13
3496,3290376,0
3497,3360568,27
3498,3314221.3314621,0
3499,3368826.3377909,12
3500,3371100,16
3501,3276532,18
3502,3445814.3446712,11
3503,178365.178391,1
3504,3341697,8
3505,3485523,22
3506,3230543.3230560,11
3507,2591004,6
3508,3485483,15
3509,3452296.3472902,9
3510,3371077,16
3511,3133902,22
3512,3236024.3236059,0
3513,1916461.1916470,16
3514,3314221.3314645,3
3515,3485488,14
3516,3360571,2
3517,3447786.3456260,2
3518,3428212,22
3519,3426428.3426917,10
3520,3446804.3446854,18
3521,3236794,13
3522,3485488,4
3523,1067967.1067970,0
3524,3468264.3468598,8
3525,3061664,10
3526,962437.962444,7
3527,3293883.3295728,8
3528,138351.138378,11
3529,3373376.3378480,4
3530,3290372,29
3531,3061664,4
3532,3158141,22
3533,3360557,29
3534,3452296.3472898,14
3535,3110245,12
3536,6497.214326,7
3537,3360602,17
3538,3133879,16
3539,3293882.3330571,5
3540,347837.347852,23
3541,3485523,15
3542,3377811.3380440,9
3543,3158103,1
3544,3377811.3380323,4
3545,3437801.3441598,6
3546,45054.356231,0
3547,3295500.3356170,0
3548,3460319.3464834,12
3549,3360558,4
3550,3276516,15
3551,3395363.3397348,4
3552,3236024.3236041,11
3553,3371117,6
3554,3290382,4
3555,3290335,26
3556,3110249,3
3557,3290372,10
3558,3386367.3432730,7
3559,3473587,6
3560,3434336,20
3561,225545.225553,13
3562,3468264.3468589,3
3563,3445814.3446736,10
3564,3485488,17
3565,356056.356066,7
3566,3290362,12
3567,3428279,21
3568,3437992.3439931,7
3569,3360576,5
3570,3371081,15
3571,2898349,15
3572,1322436.1322441,1
3573,3133879,6
3574,3384441.3395990,2
3575,3341703,12
3576,3428295,0
3577,3453483.3454105,3
3578,3276528,12
3579,3434293,3
3580,3466752.3480131,1
3581,3110249,4
3582,3360576,1
3583,3133895,10
3584,3385412.3386014,0
3585,2845076,12
3586,3485478,19
3587,3368089.3409745,11
3588,3295500.3356170,6
3589,3236024.3236073,1
3590,3230543.3230573,13
3591,3110277,20
3592,3133899,20
3593,3360557,17
3594,3290368,25
3595,3437801.3441578,5
3596,3434339,2
3597,1141885.1141895,5
3598,3035918.3064034,14
3599,3295500.3356178,7
3600,3192366.3192400,1
3601,3477132.3483550,10
3602,3437801.3441598,2
3603,1356052.1356057,4
3604,3485542,12
3605,3276508,13
3606,3485503,26
3607,3437801.3441617,10
3608,3178487.3178514,11
3609,3453483.3454029,7
3610,3281411.3281432,2
3611,305658.287652,6
3612,3408982,25
3613,279232.279234,8
3614,347837.347852,3
3615,3434336,22
3616,3293883.3295726,0
3617,3387902.3392632,5
3618,3434336,17
3619,225545.225553,5
3620,3485514,20
3621,3158142,4
3622,3119904,6
3623,3133894,30
3624,3452296.3472932,13
3625,3377811.3380348,0
3626,3133895,24
3627,3460319.3464823,2
3628,3092703.3092723,10
3629,3371100,26
3630,3453483.3454039,5
3631,2591005,12
3632,3158142,3
3633,ICSE.2019.00067,32
3634,3304109.3306222,8
3635,3468264.3468533,9
3636,3360579,17
3637,1322436.1322441,16
3638,3428217,27
3639,3360546,9
3640,3385412.3386014,6
3641,3434339,21
3642,3434330,29
3643,3110256,13
3644,3204949.3204961,1
3645,3428295,6
3646,275323.275328,7
3647,2450153.2450159,4
3648,3434311,24
3649,3236024.3236041,2
3650,3485514,17
3651,3371136,9
3652,3371081,11
3653,3468264.3468557,6
3654,3371077,0
3655,3446804.3446854,14
3656,3434330,18
3657,210089.210090,10
3658,3158116,19
3659,3468264.3468570,0
3660,3178487.3178489,12
3661,3360589,0
3662,ICSE.2019.00072,22
3663,3360589,6
3664,3293883.3295726,10
3665,SC.2018.00004,4
3666,3083187.3083210,0
3667,3236024.3236073,6
3668,3290350,17
3669,178365.178391,4
3670,3290372,13
3671,3428212,23
3672,50063.51906,4
3673,3360589,7
3674,3158142,17
3675,3072959.3054739,3
3676,1055531.1055538,5
3677,3276511,22
3678,3236024.3236029,8
3679,3385412.3386004,3
3680,3290335,27
3681,203082.203088,3
3682,3293883.3295731,11
3683,3310165.3310176,2
3684,3368089.3409703,10
3685,3360597,28
3686,3276604.3276618,8
3687,63522.214390,2
3688,3368826.3377913,15
3689,3338906.3338956,6
3690,3295500.3356178,3
3691,2898349,2
3692,3178487.3178507,11
3693,3158116,6
3694,5960.214318,1
3695,ICSE.2019.00067,41
3696,3293882.3330577,9
3697,3485488,10
3698,3360584,18
3699,3290381,18
3700,3377811.3380438,10
3701,78928.78932,0
3702,229473.229475,17
3703,3386367.3432730,2
3704,3434286,20
3705,3447786.3456255,2
3706,3468264.3468626,9
3707,3466752.3480063,10
3708,3385412.3385966,10
3709,779359.779360,0
3710,3360579,18
3711,3192366.3192400,5
3712,3385412.3385970,9
3713,3213846.3213851,3
3714,3473587,14
3715,138351.138378,4
3716,3133894,2
3717,3453483.3454055,17
3718,3468264.3468570,3
3719,3358960.3379128,9
3720,3290370,4
3721,3236024.3236026,9
3722,3290381,14
3723,1039813.1039820,14
3724,3377811.3380348,3
3725,ICSE.2019.00120,7
3726,2882903.2882961,13
3727,3110249,0
3728,3136014.3136016,8
3729,3341301.3359632,15
3730,3304109.3306222,47
3731,2834115,16
3732,3360558,23
3733,3453483.3454105,7
3734,3119904,1
3735,3106237.3106254,10
3736,SC.2018.00035,5
3737,3468264.3468626,11
3738,3460319.3464837,7
3739,3314221.3314594,12
3740,3385412.3385966,13
3741,3290376,23
3742,3185467.3185498,3
3743,ICSE.2019.00072,30
3744,3106237.3106254,0
3745,3452296.3472913,4
3746,1206040.1206048,4
3747,3341703,18
3748,3485521,9
3749,3133879,1
3750,3468264.3468596,11
3751,3452296.3472898,16
3752,3368826.3377909,1
3753,2898349,14
3754,1039813.1039820,3
3755,1268769.1268774,13
3756,3371100,21
3757,42288.42290,2
3758,1916461.1916470,15
3759,356012.356018,14
3760,3360579,4
3761,3213846.3213872,3
3762,3377811.3380348,6
3763,305658.287652,10
3764,3385412.3385991,13
3765,3360579,5
3766,3110277,17
3767,3290370,10
3768,3310165.3310176,4
3769,962437.962444,0
3770,3434293,25
3771,3437801.3441578,9
3772,3385412.3386000,14
3773,3276528,20
3774,3473599,3
3775,3293882.3330571,3
3776,3339825.3394930,1
3777,3236024.3236034,7
3778,3460319.3464827,9
3779,3468264.3468596,9
3780,3332466.3374537,14
3781,3377811.3380384,4
3782,3452296.3472898,28
